0.05975418	70
0.09359903	70
0.07994732	70
0.05703688	70
0.08850243	70
0.08850474	70
0.02689499	70
0.02744939	70
0.01770679	70
0.05955886	70
0.05958416	70
0.05958537	70
0.1538439	70
0.06791907	70
0.2599606	70
0.05593831	70
0.01964634	70
0.1243101	70
0.1243009	70
0.1242048	70
0.2017872	70
0.1196403	70
0.09695621	70
0.1191706	70
0.07786337	70
0.1038488	70
0.1729987	70
0.1063647	70
0.1377919	70
0.2827818	70
0.1535854	70
0.09412545	70
0.04276403	70
0.04275018	70
0.0941277	70
0.03371981	70
0.05997007	70
0.04685728	70
0.04873994	70
0.05270602	70
0.243295	70
0.05538065	70
0.07878938	70
0.05588278	70
0.08251056	70
0.1659536	70
0.05344648	70
0.1640724	70
0.09209725	70
0.2938211	70
0.09219932	70
0.1341791	70
0.1341518	70
0.1341698	70
0.1644068	70
0.08351339	70
0.03756709	70
0.1919663	70
0.2221992	70
0.02962647	70
0.04351792	70
0.04444674	70
0.108155	70
0.04443061	70
0.186252	70
0.1082332	70
0.1064655	70
0.3468949	70
0.1639564	70
0.3468269	70
0.03407639	70
0.1148984	70
0.03408364	70
0.163946	70
0.03409638	70
0.03408244	70
0.247528	70
0.247539	70
0.3086952	70
0.2704422	70
0.2880669	70
0.3654378	70
0.04376468	70
0.07665115	70
0.1154057	70
0.1737663	70
0.07130962	70
0.09673204	70
0.06202605	70
0.1207952	70
0.07302297	70
0.04519535	70
0.133092	70
0.03173856	70
0.03174119	70
0.1331012	70
0.04460397	70
0.04413809	70
0.04386746	70
0.04364785	70
0.04412879	70
0.04360098	70
0.03569683	70
0.1798289	70
0.1546898	70
0.1119808	70
0.08248847	70
0.07752816	70
0.09632164	70
0.09619566	70
0.09261848	70
0.1291917	70
0.02389442	70
0.0238852	70
0.1287662	70
0.1356116	70
0.01861922	70
0.05750402	70
0.1169724	70
0.2255346	70
0.1743648	70
0.1333743	70
0.05352432	70
0.07534586	70
0.04019263	70
0.05688422	70
0.05485644	70
0.1351107	70
0.07944405	70
0.07583742	70
0.08216364	70
0.09731735	70
0.1128377	70
0.1370873	70
0.09138746	70
0.02435993	70
0.1291177	70
0.08797372	70
0.08755858	70
0.03100259	70
0.1717369	70
0.1716936	70
0.1717155	70
0.1717137	70
0.1249842	70
0.07564161	70
0.01622732	70
0.1081618	70
0.06959121	70
0.06960261	70
0.03725692	70
0.03724452	70
0.02673883	70
0.102005	70
0.1240596	70
0.1166682	70
0.0717286	70
0.116366	70
0.04900981	70
0.08620644	70
0.05910568	70
0.03973032	70
0.0232619	70
0.05937248	70
0.1280053	70
0.1228317	70
0.01637744	70
0.08130141	70
0.04876693	70
0.04741147	70
0.1394804	70
0.09524892	70
0.0205648	70
0.06503125	70
0.09158688	70
0.1402052	70
0.2983331	70
0.1793766	70
0.03447734	70
0.04759615	70
0.04707397	70
0.07622299	70
0.05026412	70
0.01643237	70
0.01454018	70
0.07391604	70
0.06877688	70
0.08549052	70
0.1003774	70
0.02242889	70
0.1465646	70
0.2409779	70
0.2207178	70
0.2658037	70
0.09165363	70
0.01809086	70
0.2090529	70
0.1832921	70
0.07962628	70
0.004841116	70
0.2141791	70
0.05880556	70
0.075137	70
0.08996338	70
0.05319251	70
0.08412819	70
0.126842	70
0.1215596	70
0.1495683	70
0.04038203	70
0.1582711	70
0.1494679	70
0.1050699	70
0.06784099	70
0.07188061	70
0.1172325	70
0.1023518	70
0.06277838	70
0.07362683	70
0.1070796	70
0.07283908	70
0.1228461	70
0.1372741	70
0.004745304	70
0.06026049	70
0.08436041	70
0.07582634	70
0.2062601	70
0.1171566	70
0.3876439	70
0.04758687	70
0.08944776	70
0.1162146	70
0.04627035	70
0.09620377	70
0.1802391	70
0.1377091	70
0.08355828	70
0.1390301	70
0.1154412	70
0.1382571	70
0.1744393	70
0.060452	70
0.08834971	70
0.02087221	70
0.1001544	70
0.1324217	70
0.1706363	70
0.07895153	70
0.08398829	70
0.04647593	70
0.1433147	70
0.1424031	70
0.05049394	70
0.1697157	70
0.01435838	70
0.02486305	70
0.1679698	70
0.1872149	70
0.1451405	70
0.05927337	70
0.05976152	70
0.09530257	70
0.2113468	70
0.1710342	70
0.1506746	70
0.2182162	70
0.08480812	70
0.05261627	70
0.1346895	70
0.1152832	70
0.2475546	70
0.1617352	70
0.08680539	70
0.09498202	70
0.02170308	70
0.1343831	70
0.1247087	70
0.03425353	70
0.1453855	70
0.1045938	70
0.04022154	70
0.07356232	70
0.07741927	70
0.09409866	70
0.1288502	70
0.06107836	70
0.04059508	70
0.1012688	70
0.1078768	70
0.07974888	70
0.0429443	70
0.1191005	70
0.03255498	70
0.1399469	70
0.198488	70
0.09321848	70
0.05688237	70
0.006152033	70
0.0780272	70
0.1571044	70
0.0265234	70
0.1187415	70
0.08260666	70
0.05308676	70
0.04298804	70
0.09854241	70
